From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
    182 :    49012.75 MFlops
    183 :    74284.69 MFlops
    184 :    74716.69 MFlops
    185 :    76169.92 MFlops
    186 :    77179.68 MFlops
    187 :    30432.59 MFlops
    188 :    77151.49 MFlops
    189 :    78503.13 MFlops
    190 :    79640.06 MFlops
    191 :    82704.70 MFlops
    192 :    86184.33 MFlops
    193 :    85330.05 MFlops
    194 :    85898.64 MFlops
    195 :    78672.41 MFlops
    196 :    79050.25 MFlops
    197 :    72382.23 MFlops
    198 :    79006.53 MFlops
    199 :    79202.00 MFlops
    200 :    68376.07 MFlops
