From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
     99 :    56249.22 MFlops
    100 :    54794.52 MFlops
    101 :    56454.85 MFlops
    102 :    57752.82 MFlops
    103 :    58669.91 MFlops
    104 :    55548.84 MFlops
    105 :    59365.38 MFlops
    106 :    60688.71 MFlops
    107 :    57990.20 MFlops
    108 :    58933.89 MFlops
    109 :    54242.05 MFlops
    110 :    58828.73 MFlops
    111 :    60115.65 MFlops
    112 :    60103.87 MFlops
    113 :    42282.70 MFlops
    114 :    56982.46 MFlops
    115 :    57938.10 MFlops
    116 :    58901.74 MFlops
    117 :    59873.38 MFlops
    118 :    60572.61 MFlops
    119 :    60726.45 MFlops
    120 :    60898.68 MFlops
    121 :    62433.87 MFlops
    122 :    63159.93 MFlops
    123 :    43275.98 MFlops
    124 :    37384.78 MFlops
    125 :    54065.74 MFlops
    126 :    60847.94 MFlops
    127 :    63515.75 MFlops
    128 :    62137.84 MFlops
    129 :    64805.71 MFlops
    130 :    63223.02 MFlops
    131 :    65878.12 MFlops
    132 :    39315.69 MFlops
    133 :    50594.34 MFlops
    134 :    56781.22 MFlops
    135 :    63289.39 MFlops
    136 :    64706.26 MFlops
    137 :    65097.54 MFlops
    138 :    65293.71 MFlops
    139 :    63377.44 MFlops
    140 :    63445.09 MFlops
    141 :    64627.57 MFlops
    142 :    63452.37 MFlops
    143 :    65163.39 MFlops
    144 :    69441.49 MFlops
    145 :    57931.12 MFlops
    146 :    62087.50 MFlops
    147 :    62901.45 MFlops
    148 :    65823.19 MFlops
    149 :    63921.72 MFlops
    150 :    65060.24 MFlops
    151 :    65424.25 MFlops
    152 :    65488.26 MFlops
    153 :    66019.85 MFlops
    154 :    65806.56 MFlops
    155 :    69120.65 MFlops
    156 :    90390.86 MFlops
    157 :    65452.74 MFlops
    158 :    66151.98 MFlops
    159 :    78052.02 MFlops
    160 :    84891.19 MFlops
    161 :    67583.50 MFlops
    162 :    64053.15 MFlops
    163 :    63804.74 MFlops
    164 :    64866.82 MFlops
    165 :    65340.00 MFlops
    166 :    61194.60 MFlops
    167 :    72772.86 MFlops
    168 :    66549.22 MFlops
    169 :    66807.04 MFlops
    170 :    67416.81 MFlops
    171 :    65362.24 MFlops
    172 :    66191.19 MFlops
    173 :    67352.42 MFlops
    174 :    67001.90 MFlops
    175 :    67413.52 MFlops
    176 :    67514.25 MFlops
    177 :    68249.02 MFlops
    178 :    64546.52 MFlops
    179 :    65828.86 MFlops
    180 :    69949.03 MFlops
    181 :    66346.75 MFlops
    182 :    67641.72 MFlops
    183 :    67718.09 MFlops
    184 :    67804.13 MFlops
    185 :    66040.42 MFlops
    186 :    68638.46 MFlops
    187 :    69381.46 MFlops
    188 :    67544.32 MFlops
    189 :    68367.28 MFlops
    190 :    68848.18 MFlops
    191 :    69160.01 MFlops
    192 :    68800.86 MFlops
    193 :    77405.73 MFlops
    194 :    66908.44 MFlops
    195 :    66875.99 MFlops
    196 :    74000.35 MFlops
    197 :    67434.38 MFlops
    198 :    68165.90 MFlops
    199 :    68378.30 MFlops
    200 :    98310.29 MFlops
