From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    158 :    18155.64 MFlops
    159 :    18386.18 MFlops
    160 :    20480.00 MFlops
    161 :     7975.69 MFlops
    162 :    19086.55 MFlops
    163 :    16350.15 MFlops
    164 :     2947.51 MFlops
    165 :     9075.00 MFlops
    166 :     8817.92 MFlops
    167 :     8924.48 MFlops
    168 :    10263.27 MFlops
    169 :     9934.26 MFlops
    170 :    10052.17 MFlops
    171 :    10170.78 MFlops
    172 :     8765.63 MFlops
    173 :     9208.92 MFlops
    174 :    10530.78 MFlops
    175 :    10652.17 MFlops
    176 :     8850.29 MFlops
    177 :     9282.67 MFlops
    178 :    10561.33 MFlops
    179 :     8838.90 MFlops
    180 :     9600.00 MFlops
    181 :    10483.52 MFlops
    182 :    10192.00 MFlops
    183 :    10716.48 MFlops
    184 :    11285.33 MFlops
    185 :      433.91 MFlops
    186 :    12580.36 MFlops
    187 :    10759.69 MFlops
    188 :    10472.30 MFlops
    189 :     9525.60 MFlops
    190 :    13127.27 MFlops
    191 :     9728.27 MFlops
    192 :    11342.77 MFlops
    193 :    10275.59 MFlops
    194 :    11151.41 MFlops
    195 :    11700.00 MFlops
    196 :     9312.97 MFlops
    197 :    11498.96 MFlops
    198 :    10814.90 MFlops
    199 :    14400.36 MFlops
    200 :    11428.57 MFlops
