From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    169 :    44692.68 MFlops
    170 :    59371.60 MFlops
    171 :    65576.54 MFlops
    172 :    63210.53 MFlops
    173 :    41671.77 MFlops
    174 :    41726.92 MFlops
    175 :    45611.70 MFlops
    176 :    63209.00 MFlops
    177 :    62131.46 MFlops
    178 :    62838.46 MFlops
    179 :    56228.81 MFlops
    180 :    64980.50 MFlops
    181 :    61607.70 MFlops
    182 :    67736.72 MFlops
    183 :    61438.47 MFlops
    184 :    60043.41 MFlops
    185 :    45306.80 MFlops
    186 :    44842.20 MFlops
    187 :    33794.33 MFlops
    188 :    50433.94 MFlops
    189 :    46965.35 MFlops
    190 :    61653.93 MFlops
    191 :    61936.63 MFlops
    192 :    45226.12 MFlops
    193 :    36678.86 MFlops
    194 :    49002.58 MFlops
    195 :    88010.39 MFlops
    196 :    48972.59 MFlops
    197 :    43378.00 MFlops
    198 :    44293.25 MFlops
    199 :    43539.22 MFlops
    200 :    46783.63 MFlops
